code;libelle_v2020;classant_2020
JESA005;Fermeture de fistule urétro-prostato-rectale, par abord anal transsphinctérien;1
JESA004;Fermeture de fistule urétro-prostato-rectale, par laparotomie;1
JESA001;Fermeture de fistule urétro-prostato-rectale, par abord périnéal;1
JDSA010;Fermeture du col de la vessie pour cystostomie cutanée continente;1
JECA001;Urétrostomie cutanée;1
JEFA005;Exérèse d'un urètre surnuméraire;1
JEMA004;Urétroplastie pour méga-urètre congénital;1
JEAA001;Allongement intravésical de l'urètre;1
JEMA006;Urétroplastie pour hypospadias périnéoscrotal avec redressement du pénis;1
JEMA020;Urétroplastie pour hypospadias pénien postérieur ou moyen sans redressement du pénis;1
JEMA019;Urétroplastie pour hypospadias pénien postérieur ou moyen avec redressement du pénis;1
JEMA021;Urétroplastie pour hypospadias balanique ou pénien antérieur, sans reconstruction du prépuce;1
JEMA014;Urétroplastie pour hypospadias balanique ou pénien antérieur, avec reconstruction du prépuce;1
JGNE003;Destruction d'une hypertrophie de la prostate par radiofréquence, par urétrocystoscopie avec guidage échographique;1
JGNJ900;Destruction de lésion de la prostate par ultrasons focalisés de haute intensité, par voie rectale;1
JGFA016;Résection ou marsupialisation de collection de la prostate ou de diverticule de l'urètre, par urétrocystoscopie;1
JGFE004;Résection et/ou désobstruction des conduits éjaculateurs, par urétrocystoscopie;1
JGFA014;Résection palliative de la prostate [Recalibrage de l'urètre], par urétrocystoscopie;1
JGFA005;Adénomectomie transvésicale de la prostate, par laparotomie;1
JGFA009;Adénomectomie rétropubienne ou transcapsulaire de la prostate, par laparotomie;1
JGFA007;Exérèse rétrovésicale ou transvésicale de l'utricule de la prostate, par laparotomie;1
JGFC045;Exérèse des vésicules séminales, par cœlioscopie;1
JGFA008;Exérèse des vésicules séminales, par laparotomie;1
JGFC001;Vésiculoprostatectomie totale, par cœlioscopie;1
JGFA006;Vésiculoprostatectomie totale, par laparotomie;1
JGFA011;Vésiculoprostatectomie totale, par abord périnéal;1
JDFA024;Vésiculo-prostato-cystectomie totale, par laparotomie;1
JDFA023;Vésiculo-prostato-cystectomie totale avec urétérostomie cutanée, par laparotomie;1
JDFA025;Vésiculo-prostato-cystectomie totale avec urétérostomie cutanée transintestinale par anse non détubulée, par laparotomie;1
JDFA020;Vésiculo-prostato-cystectomie totale avec urétérostomie cutanée transintestinale par anse détubulée continente, par laparotomie;1
JDFA019;Vésiculo-prostato-cystectomie totale avec anastomose urétérocolique directe, par laparotomie;1
JDFA022;Vésiculo-prostato-cystectomie totale avec anastomose urétérocolique et confection d'un réservoir détubulé rectosigmoïdien ou iléo-recto-sigmoïdien, par laparotomie;1
JDFA021;Vésiculo-prostato-cystectomie totale avec entérocystoplastie de remplacement [néovessie] orthotopique par anse détubulée, par laparotomie;1
JHFA012;Exérèse de lésion du testicule, par abord scrotal;1
JHFA010;Pulpectomie testiculaire unilatérale ou bilatérale, par abord scrotal;1
JHFA017;Orchidectomie, par abord scrotal;1
JHFA005;Orchidectomie, par abord inguinal;1
JHFA006;Orchidectomie avec pose de prothèse testiculaire, par abord inguinal;1
JHFA008;Orchidectomie élargie au cordon spermatique [Orchiépididymectomie], par abord inguinal;1
JHFA001;Exérèse d'un kyste du cordon spermatique chez l'adulte, par abord inguinal;1
JHFA004;Exérèse d'un kyste de l’épididyme, par abord scrotal;1
JHFA019;Résection d'une hydrocèle abdominoscrotale, par laparotomie ou par abord inguinal;1
JHFA013;Résection de la tunique vaginale du testicule, par abord scrotal;1
JHFA014;Épididymectomie, par abord scrotal;1
JHLA005;Pose d'une prothèse de testicule, par abord inguinal;1
JHGA002;Ablation d'une prothèse de testicule;1
JHKA002;Changement d'une prothèse de testicule, par abord inguinal;1
JHCA006;Suture de rupture du testicule, par abord scrotal;1
JHCA005;Anastomose épididymodéférentielle, par abord scrotal;1
JHCA002;Anastomose déférentodéférentielle, par abord scrotal;1
JHEA009;Détorsion du cordon spermatique ou exérèse des annexes du testicule, par abord direct;1
JHEA010;Détorsion du cordon spermatique avec orchidopexie unilatérale ou bilatérale, par abord direct;1
JHDA001;Orchidopexie, par abord scrotal;1
JHEA012;Autotransplantation du testicule;1
JHSB001;Ligature, section ou résection unilatérale ou bilatérale du conduit déférent, par voie transcutanée;1
JHSA001;Ligature, section ou résection unilatérale ou bilatérale du conduit déférent, par abord scrotal;1
JHBA001;Plicature de la tunique vaginale du testicule, par abord scrotal;1
JHMA006;Confection d'une spermatocèle;1
JHFA002;Résection plastique ou exérèse du scrotum;1
JHMA005;Plastie du scrotum pour éléphantiasis;1
JHJA001;Évacuation ou mise à plat d'un abcès du scrotum, par abord direct;1
JHFC001;Orchidectomie pour cryptorchidie abdominale, par cœlioscopie;1
JHFA003;Orchidectomie pour cryptorchidie abdominale, par laparotomie;1
JHEA004;Abaissement et fixation d'un testicule ectopique non palpable, par cœlioscopie et par abord inguinoscrotal;1
JHEA001;Abaissement et fixation d'un testicule ectopique non palpable, par abord inguinal et par abord scrotal;1
JHEA002;Abaissement et fixation d'un testicule ectopique palpable, par abord inguinal et par abord scrotal;1
JHEA003;Réduction chirurgicale d'un paraphimosis;1
JHPA003;Libération d'adhérences du prépuce du pénis;1
JHFA009;Posthectomie;1
JHPA001;Section ou plastie du frein du prépuce du pénis;1
JHMA001;Plastie du prépuce du pénis [Posthoplastie];1
JHMA003;Reconstruction du prépuce du pénis;1
JHMA002;Reconstruction de la peau du pénis par greffe cutanée;1
JHFA007;Exérèse de lésion des corps caverneux du pénis;1
JHFA018;Exérèse de lésion de la peau du pénis, du gland et/ou du sillon balanopréputial, sous anesthésie générale ou locorégionale;1
JHFA016;Amputation partielle du pénis;1
JHFA011;Amputation totale du pénis;1
JHCA004;Suture de rupture des corps caverneux du pénis;1
JHSA002;Fermeture de fistule spongiocaverneuse du pénis;1
JHEA005;Réimplantation du pénis;1
JHMB001;Création de fistule spongiocaverneuse, par voie transcutanée;1
JHCA001;Anastomose spongiocaverneuse, par abord direct;1
JHLA003;Pose d'une prothèse pénienne rigide ou semirigide;1
JHLA002;Pose d'une prothèse pénienne hydraulique sans composant extracaverneux;1
JHLA004;Pose d'une prothèse pénienne hydraulique avec composant extracaverneux;1
JHGA003;Ablation d'une prothèse pénienne sans composant extracaverneux;1
JHGA001;Ablation d'une prothèse pénienne hydraulique avec composant extracaverneux;1
JHKA003;Changement d'une prothèse pénienne hydraulique sans composant extracaverneux;1
JHKA004;Changement d'une prothèse pénienne hydraulique avec composant extracaverneux;1
JHPA002;Désenfouissement du pénis par fixation des fascias;1
JHEA011;Dérotation chirurgicale du pénis;1
JHAA003;Élargissement du pénis;1
JHAA005;Allongement du pénis par plastie des corps caverneux;1
JHAA004;Allongement du pénis par section du ligament suspenseur;1
JHAA002;Allongement du pénis sans urétroplastie, pour épispadias;1
JHAA001;Allongement du pénis avec urétroplastie, pour épispadias;1
JHEA006;Redressement du pénis par dissection ventrale et plicature dorsale;1
JHEA007;Redressement du pénis par plicature-excision des corps caverneux;1
JHEA008;Redressement du pénis avec excision de plaque de sclérose de l'albuginée des corps caverneux et greffe;1
JJJC001;Évacuation de collection de l'annexe ou du ligament large, par cœlioscopie;1
JJJA001;Évacuation de collection de l'annexe ou du ligament large, par laparotomie;1
JJPE001;Interruption unilatérale ou bilatérale de la perméabilité des trompes utérines par insertion de dispositif intratubaire, par hystéroscopie;1
JJPC004;Interruption unilatérale ou bilatérale de la perméabilité des trompes utérines, par pélycoscopie [culdoscopie] [cœlioscopie transvaginale];1
JJPC003;Interruption unilatérale ou bilatérale de la perméabilité des trompes utérines, par cœlioscopie;1
JJPA004;Interruption unilatérale ou bilatérale de la perméabilité des trompes utérines, par abord vaginal;1
JJPA003;Interruption unilatérale ou bilatérale de la perméabilité des trompes utérines, par laparotomie;1
JJFC003;Kystectomie ovarienne intrapéritonéale, par cœlioscopie;1
JJFA010;Kystectomie ovarienne transpariétale, par laparotomie avec préparation par cœlioscopie;1
JJFA008;Kystectomie ovarienne, par laparotomie;1
JJFC004;Résection partielle de l'ovaire, par cœlioscopie;1
JJFA002;Résection partielle de l'ovaire, par laparotomie;1
JJFC008;Ovariectomie unilatérale, par cœlioscopie;1
JJFA003;Ovariectomie unilatérale, par laparotomie;1
JJFC009;Ovariectomie bilatérale, par cœlioscopie;1
JJFA005;Ovariectomie bilatérale, par laparotomie;1
JJFC006;Salpingectomie totale, par cœlioscopie;1
JJFA007;Salpingectomie totale, par laparotomie;1
JJFC010;Salpingoovariectomie [Annexectomie], par cœlioscopie;1
JJFA050;Salpingoovariectomie [Annexectomie], par abord vaginal;1
JJFA004;Salpingoovariectomie [Annexectomie], par laparotomie;1
JJCC001;Salpingonéostomie ou fimbrioplastie, par cœlioscopie;1
JJCA001;Salpingonéostomie ou fimbrioplastie, par laparotomie;1
JJEC003;Transposition unilatérale de l'ovaire, par cœlioscopie;1
JJEA003;Transposition unilatérale de l'ovaire, par laparotomie;1
JJEC002;Transposition bilatérale de l'ovaire, par cœlioscopie;1
JJEA002;Transposition bilatérale de l'ovaire, par laparotomie;1
JJEC001;Détorsion de l'annexe, par cœlioscopie;1
JJEA001;Détorsion de l'annexe, par laparotomie;1
JJLE001;Cathétérisme rétrograde unilatéral ou bilatéral de la trompe utérine, par hystéroscopie;1
JJCA002;Suture de déchirure du ligament large, par laparotomie;1
JJFC002;Exérèse de reliquat embryonnaire du ligament large, par cœlioscopie;1
JJFA006;Exérèse de reliquat embryonnaire du ligament large, par laparotomie;1
JKND001;Destruction de la muqueuse utérine par thermocontact, par voie vaginale;1
JKNE001;Abrasion de la muqueuse de l'utérus [Endométrectomie], par hystéroscopie;1
JKGD002;Curetage de la cavité de l'utérus à visée thérapeutique;1
JKFE002;Résection de myome de l'utérus, par hystéroscopie;1
JKFE001;Exérèse de polype de l'utérus, par hystéroscopie;1
JKFA016;Myomectomie unique de l'utérus, par laparotomie;1
JKFA022;Myomectomie multiple de l'utérus, par laparotomie;1
JKFD001;Exérèse de lésion pédiculée de l'utérus accouchée par le col, par voie vaginale;1
JKND004;Destruction de lésion du col de l'utérus par colposcopie, sans laser;1
JKND003;Destruction de lésion du col de l'utérus par colposcopie, avec laser;1
JKND002;Destruction de lésion du col de l'utérus, du vagin, de la vulve, du périnée et de la région périanale, avec laser;1
JKFD002;Exérèse de lésion du col de l'utérus, par voie vaginale;1
JKFE003;Exérèse de lésion du col de l'utérus, par colposcopie;1
JKFA031;Conisation du col de l'utérus;1
JKFA008;Trachélectomie [Cervicectomie] [Amputation du col de l'utérus], par abord vaginal;1
JKFA011;Trachélectomie sur col restant de l'utérus, par abord vaginal;1
JKFA009;Trachélectomie sur col restant de l'utérus, par laparotomie;1
JKFA030;Colpotrachélectomie [Colpocervicectomie] élargie aux paramètres, par abord vaginal;1
JKFA019;Colpotrachélectomie [Colpocervicectomie] élargie aux paramètres, par laparotomie;1
JKFA003;Exérèse d'un hémiutérus malformé [Hémihystérectomie], par laparotomie;1
JKFC002;Hystérectomie subtotale, par cœlioscopie;1
JKFA024;Hystérectomie subtotale, par laparotomie;1
JKFA014;Hystérectomie subtotale avec suspension postérieure du col de l'utérus [colposuspension], par laparotomie;1
JKFA012;Hystérectomie subtotale avec suspension postérieure du col de l'utérus [colposuspension] et cervicocystopexie indirecte au ligament pectinéal [de Cooper], par laparotomie;1
JKFC006;Hystérectomie subtotale avec annexectomie unilatérale ou bilatérale, par cœlioscopie;1
JKFA032;Hystérectomie subtotale avec annexectomie unilatérale ou bilatérale, par laparotomie;1
JKFA001;Hystérectomie subtotale avec annexectomie unilatérale ou bilatérale et suspension postérieure du col de l'utérus [colposuspension], par laparotomie;1
JKFA029;Hystérectomie subtotale avec annexectomie unilatérale ou bilatérale, suspension postérieure du col de l'utérus [colposuspension] et cervicocystopexie indirecte au ligament pectinéal [de Cooper], par laparotomie;1
JKFC005;Hystérectomie totale, par cœlioscopie;1
JKFA018;Hystérectomie totale, par cœlioscopie et par abord vaginal;1
JKFA026;Hystérectomie totale, par abord vaginal;1
JKFA015;Hystérectomie totale, par laparotomie;1
JKFA025;Hystérectomie totale avec colpopérinéorraphie antérieure ou postérieure, par abord vaginal;1
JKFA002;Hystérectomie totale avec colpopérinéorraphies antérieure et postérieure, par abord vaginal;1
JKFA013;Hystérectomie totale avec suspension postérieure du dôme du vagin, par laparotomie;1
JKFC003;Hystérectomie totale avec annexectomie unilatérale ou bilatérale, par cœlioscopie;1
JKFA006;Hystérectomie totale avec annexectomie unilatérale ou bilatérale, par cœlioscopie et par abord vaginal;1
JKFA005;Hystérectomie totale avec annexectomie unilatérale ou bilatérale, par abord vaginal;1
JKFA028;Hystérectomie totale avec annexectomie unilatérale ou bilatérale, par laparotomie;1
JKFA021;Hystérectomie totale avec annexectomie unilatérale ou bilatérale et colpopérinéorraphie antérieure ou postérieure, par abord vaginal;1
JKFA007;Hystérectomie totale avec annexectomie unilatérale ou bilatérale et colpopérinéorraphies antérieure et postérieure, par abord vaginal;1
JKFA004;Hystérectomie totale avec annexectomie unilatérale ou bilatérale et suspension postérieure du dôme du vagin, par laparotomie;1
JKFA020;Colpohystérectomie totale élargie aux paramètres, par cœlioscopie et par abord vaginal;1
JKFA023;Colpohystérectomie totale élargie aux paramètres, par abord vaginal;1
JKFA027;Colpohystérectomie totale élargie aux paramètres, par laparotomie;1
JKPJ002;Section ou résection de cloison utérine, par voie vaginale avec guidage échographique;1
JKPE001;Section ou résection de cloison utérine, par hystéroscopie;1
JKPD002;Section et/ou destruction de synéchies de l'utérus, par voie vaginale;1
JKPE002;Section et/ou destruction de synéchies de l'utérus, par hystéroscopie;1
JKPJ001;Section et/ou destruction de synéchies de l'utérus, par hystéroscopie avec guidage échographique;1
JKPC001;Section et/ou destruction de synéchies de l'utérus, par hystéroscopie avec guidage cœlioscopique;1
JKCA001;Hystérorraphie, par laparotomie;1
JKMA001;Hystéroplastie, par laparotomie;1
JKCD001;Suture de plaie du col de l'utérus;1
JKPD001;Libération d'une sténose récente et totale du col de l'utérus;1
JKMD001;Stomatoplastie du col de l'utérus;1
JKBA001;Cerclage de l'isthme utérin par abord vaginal, en dehors de la grossesse;1
JKBA002;Cerclage de l'isthme utérin par laparotomie, en dehors de la grossesse;1
JKDC015;Hystéropexie antérieure, par coelioscopie;1
JKDA042;Hystéropexie antérieure, par laparotomie;1
JKDC001;Hystéropexie postérieure [Promontofixation], par cœlioscopie;1
JKDA003;Hystéropexie postérieure [Promontofixation], par laparotomie;1
JKDA002;Hystéropexie postérieure [Promontofixation] avec cervicocystopexie indirecte au ligament pectinéal [de Cooper], par laparotomie;1
JKDA001;Hystéropexie postérieure [Promontofixation] avec cervicocystopexie directe au ligament pectinéal [de Cooper], par laparotomie;1
JKGE001;Ablation d'un dispositif intra-utérin, par hystéroscopie;1
JKGC001;Ablation d'un dispositif intra-utérin, par cœlioscopie;1
JKGA001;Ablation d'un dispositif intra-utérin, par laparotomie;1
JKGE002;Ablation de corps étranger de l'utérus, par hystéroscopie;1
JLJA002;Évacuation de collection paravaginale, par colpotomie latérale;1
JLJD001;Drainage d'un hématocolpos ou d'un hydrocolpos;1
JLND001;Destruction de lésion du vagin, sans laser;1
JLND002;Destruction de lésion du vagin, avec laser;1
JLFA002;Exérèse de lésion du vagin;1
JLFA004;Colpectomie subtotale ou totale, par abord vaginal;1
JLFA003;Colpectomie subtotale ou totale, par laparotomie;1
JLDC015;Suspension du dôme du vagin [Promontofixation du dôme vaginal], par cœlioscopie;1
JLDA002;Suspension du dôme du vagin [Promontofixation du dôme vaginal], par abord vaginal;1
JLDA001;Suspension du dôme du vagin [Promontofixation du dôme vaginal], par laparotomie;1
JLDA004;Suspension du dôme du vagin [Promontofixation du dôme vaginal], avec cervicocystopexie indirecte au ligament pectinéal [de Cooper], par laparotomie;1
JLDA003;Suspension du dôme du vagin [Promontofixation du dôme vaginal], avec cervicocystopexie directe par bandelette infra-urétrale, par laparotomie;1
JLCA004;Colpopérinéorraphie postérieure;1
JLCA009;Colpopérinéorraphie postérieure, avec résection d'élytrocèle par abord vaginal;1
JLCA002;Colpopérinéorraphie postérieure, avec réfection du muscle sphincter externe de l'anus;1
JLCA001;Colpopérinéorraphie postérieure, avec réfection du canal et du muscle sphincter externe de l'anus;1
JLCA007;Colpopérinéorraphie antérieure;1
JLCA005;Colpopérinéorraphie antérieure et postérieure;1
JLCA003;Colpopérinéorraphie antérieure et postérieure avec trachélectomie;1
JLFD001;Hyménectomie ou hyménotomie;1
JLFD002;Résection de cloison longitudinale du vagin;1
JLMC001;Création d'un néovagin par pose de dispositif de traction progressive, par cœlioscopie;1
JLMA005;Création d'un néovagin par pose de dispositif de traction progressive, par laparotomie;1
JLMA002;Création d'un néovagin par clivage intervésicorectal, par abord périnéal;1
JLMA003;Création d'un néovagin par clivage intervésicorectal, par cœlioscopie et par abord périnéal;1
JLMA001;Création d'un néovagin par clivage intervésicorectal, par laparotomie et par abord périnéal;1
JLMA004;Création d'un néovagin par transplantation intestinale, par laparotomie;1
JLCA006;Anastomose utérovaginale ou vaginovaginale, pour malformation utérovaginale;1
JLCA008;Suture de plaie du vagin;1
JLSD001;Fermeture du vagin;1
JLMD001;Réparation de l'hymen;1
JMPA003;Libération chirurgicale d'adhérences de la vulve;1
JMPA005;Incision de collection vulvopérinéale;1
JMPA001;Incision de la glande vestibulaire majeure [de Bartholin];1
JMFA006;Amputation du clitoris [Clitoridectomie];1
JMFA001;Exérèse de la glande vestibulaire majeure [de Bartholin];1
JMFA002;Exérèse de lésion vulvopérinéale;1
JMFA003;Vulvectomie partielle sans curage lymphonodal;1
JMFA008;Vulvectomie partielle avec curage lymphonodal inguinal unilatéral;1
JMFA007;Vulvectomie totale sans curage lymphonodal;1
JMFA005;Vulvectomie totale avec curage lymphonodal inguinal unilatéral;1
JMFA009;Vulvectomie totale avec curage lymphonodal inguinal bilatéral;1
JMFA010;Vulvectomie totale avec curage lymphonodal inguinal et iliaque unilatéral;1
JMFA004;Vulvectomie totale avec curage lymphonodal inguinal et iliaque bilatéral;1
JMCA005;Suture de plaie de la vulve;1
JMCA006;Suture de plaie de la vulve et de l'anus, sans suture du muscle sphincter externe de l'anus;1
JMMA002;Vulvopérinéoplastie;1
JMMA005;Nymphoplastie de réduction;1
JMPA002;Périnéotomie médiane sans lambeau cutané périnéal, pour élargissement de l'orifice du vagin;1
JMPA004;Périnéotomie médiane avec lambeau cutané périnéal;1
QBFA014;Excision d'une fasciite nécrosante périnéofessière;1
JFJC001;Évacuation de collection périrénale, par cœlioscopie ou par rétropéritonéoscopie;1
JFJA001;Évacuation de collection périrénale, par abord direct;1
JFFA006;Exérèse de lésion de l'espace rétropéritonéal sans dissection des gros vaisseaux, par thoraco-phréno-laparotomie;1
JFFC002;Exérèse de lésion de l'espace rétropéritonéal, par cœlioscopie ou par rétropéritonéoscopie;1
JFFA010;Exérèse de lésion de l'espace rétropéritonéal sans dissection des gros vaisseaux, par laparotomie ou par lombotomie;1
JFFA021;Exérèse de lésion de l'espace rétropéritonéal avec dissection des gros vaisseaux, par abord direct;1
JFFC001;Exérèse de lésion endométriosique de la cloison rectovaginale, par cœlioscopie;1
JFFA012;Exérèse de lésion endométriosique de la cloison rectovaginale, par abord vaginal;1
JFFA014;Exérèse de lésion endométriosique de la cloison rectovaginale, par laparotomie;1
JFFA007;Exérèse d'une lipomatose pelvienne, par laparotomie;1
JFFA020;Exérèse d'un tératome sacrococcygien de moins de 10 cm de diamètre, par abord transsacrococcygien [de Kraske];1
JFFA017;Exérèse d'un tératome sacrococcygien de plus de 10 cm de diamètre, par abord transsacrococcygien [de Kraske];1
JFFA015;Exérèse d'un tératome sacrococcygien, par laparotomie et par abord transsacrococcygien [de Kraske];1
JFFA018;Pelvectomie antérieure, par laparotomie;1
JFFA001;Pelvectomie antérieure avec urétérostomie cutanée, par laparotomie;1
JFFA003;Pelvectomie antérieure avec urétérostomie cutanée transintestinale par anse non détubulée, par laparotomie;1
JFFA016;Pelvectomie antérieure avec urétérostomie cutanée transintestinale par anse détubulée continente, par laparotomie;1
JFFA009;Pelvectomie antérieure avec anastomose urétérocolique directe, par laparotomie;1
JFFA019;Pelvectomie antérieure avec anastomose urétérocolique et confection d'un réservoir détubulé rectosigmoïdien ou iléo-recto-sigmoïdien, par laparotomie;1
JFFA022;Pelvectomie antérieure avec entérocystoplastie de remplacement [néovessie] orthotopique par anse détubulée, par laparotomie;1
JFFA005;Pelvectomie postérieure sans rétablissement de la continuité digestive, par laparotomie;1
JFFA004;Pelvectomie postérieure sans rétablissement de la continuité digestive, par laparotomie et par abord périnéal;1
JFFA002;Pelvectomie postérieure avec rétablissement de la continuité digestive, par laparotomie;1
JFFA008;Pelvectomie totale avec urétérostomie cutanée, par laparotomie et par abord périnéal;1
JFFA011;Pelvectomie totale avec urétérostomie cutanée transintestinale par anse non détubulée, par laparotomie et par abord périnéal;1
JFFA013;Pelvectomie totale avec urétérostomie cutanée transintestinale par anse détubulée continente, par laparotomie et par abord périnéal;1
JMMA001;Vestibuloplastie avec enfouissement ou résection du clitoris, pour féminisation;1
JZMA003;Urétroplastie et vestibuloplastie avec enfouissement ou réduction du clitoris, pour féminisation;1
JZMA002;Urétroplastie, vaginoplastie et vestibuloplastie avec enfouissement ou réduction du clitoris, pour féminisation;1
JMEA002;Lambeau neurovasculaire pédiculé du clitoris;1
JMEA001;Transposition du clitoris;1
JMMA004;Clitoridoplastie de réduction;1
JZMA001;Plastie des organes génitaux externes pour transsexualisme masculin;1
JZMA001;Plastie des organes génitaux externes pour transsexualisme masculin;1
JHLA001;Armature d'un néopénis;1
JHMA007;Phalloplastie par lambeau cutané libre;1
JHMA004;Phalloplastie par lambeau cutané tubulé pénien;1
JHMA008;Phalloplastie par lambeau inguinal pédiculé;1
JVRP004;Séance d'entraînement à l'hémodialyse;1
JVRP008;Séance d'entraînement à la dialyse péritonéale continue ambulatoire;1
JVRP007;Séance d'entraînement à la dialyse péritonéale automatisée;1
JVJF003;Séance d'épuration extrarénale par hémoperfusion;1
JVJF004;Séance d'épuration extrarénale par hémodialyse pour insuffisance rénale chronique;1
JVJF008;Séance d'épuration extrarénale par hémodiafiltration, hémofiltration ou biofiltration sans acétate pour insuffisance rénale chronique;1
JVJB001;Séance d'épuration extrarénale par dialyse péritonéale pour insuffisance rénale chronique;1
JVJF002;Épuration extrarénale par hémodialyse, hémodiafiltration ou hémofiltration discontinue pour insuffisance rénale aigüe, par 24 heures;1
JVJF006;Épuration extrarénale par hémodialyse ou hémofiltration discontinue pour insuffisance rénale aigüe chez le nouveau-né, par 24 heures;1
JVJF005;Épuration extrarénale par hémodialyse, hémodiafiltration ou hémofiltration continue pour insuffisance rénale aigüe, par 24 heures;1
JVJF007;Épuration extrarénale par hémodialyse ou hémofiltration continue pour insuffisance rénale aigüe chez le nouveau-né, par 24 heures;1
JVJB002;Épuration extrarénale par dialyse péritonéale pour insuffisance rénale aigüe, par 24 heures;1
JJFJ001;Prélèvement d'ovocytes sur un ou deux ovaires, par voie transvaginale avec guidage échographique;1
JJFC011;Prélèvement d'ovocytes sur un ou deux ovaires, par cœlioscopie;1
JNMD001;Révision de la cavité de l'utérus après avortement;1
JNJD002;Évacuation d'un utérus gravide par aspiration et/ou curetage, au 1er trimestre de la grossesse;1
JNJD001;Évacuation d'un utérus gravide, au 2ème trimestre de la grossesse avant la 22ème semaine d'aménorrhée;1
JQGD014;Extraction sélective de fœtus au cours d'une grossesse multiple;1
JQGA001;Extraction de grossesse extra-utérine abdominale au delà de 13 semaines d'aménorrhée, par laparotomie;1
JQGA002;Accouchement par césarienne programmée, par laparotomie;1
JQGA004;Accouchement par césarienne en urgence en dehors du travail, par laparotomie;1
JQGA003;Accouchement par césarienne au cours du travail, par laparotomie;1
JQGA005;Accouchement par césarienne, par abord vaginal;1
JNCA002;Suture du corps de l'utérus [Hystérorraphie] pour rupture obstétricale, par laparotomie;1
JNCA001;Suture immédiate de déchirure obstétricale du col de l'utérus;1
JMCA003;Suture immédiate de déchirure obstétricale du périnée avec lésion du muscle sphincter externe de l'anus [périnée complet];1
JMCA001;Suture immédiate de déchirure obstétricale du périnée avec lésion du rectum [périnée complet compliqué];1
JMCA004;Suture immédiate de déchirure obstétricale du périnée avec lésion de la vessie ou de l'urètre;1
EDSF011;Embolisation des artères iliaques internes [hypogastriques] et/ou de ses branches pour hémorragie du post-partum, par voie artérielle transcutanée;1
EDSA002;Ligature des artères iliaques internes [hypogastriques] pour hémorragie du post-partum, par laparotomie;1
ELSA002;Ligature des pédicules vasculaires de l'utérus pour hémorragie du post-partum, par laparotomie;1
JNFA001;Hystérectomie pour complications obstétricales, par laparotomie;1
JNPA002;Réduction d'inversion utérine par hystérotomie;1
KANB001;Hypophysiolyse fonctionnelle, par voie transsphénoïdale;1
KAFE900;Exérèse de lésion de la loge hypophysaire, par vidéochirurgie transsphénoïdale;1
KAFA001;Exérèse de lésion de la loge hypophysaire, par abord transsphénoïdal;1
KAFA002;Exérèse de lésion de la loge hypophysaire, par craniotomie;1
KBFA001;Exérèse de lésion de la région pinéale, par craniotomie;1
KCJA001;Évacuation de collection de la loge thyroïdienne, par cervicotomie;1
KCGA001;Énucléation de nodule de la glande thyroïde, par cervicotomie;1
KCFA004;Isthmectomie de la glande thyroïde, par cervicotomie;1
KCFA001;Lobectomie unilatérale de la glande thyroïde, par cervicotomie;1
KCFA008;Lobo-isthmectomie unilatérale de la glande thyroïde, par cervicotomie;1
KCFA010;Thyroïdectomie subtotale, par cervicotomie;1
KCFA009;Thyroïdectomie subtotale, par cervicothoracotomie;1
KCFA005;Thyroïdectomie totale, par cervicotomie;1
KCFA007;Thyroïdectomie totale, par cervicothoracotomie;1
KCFA002;Thyroïdectomie totale avec résection partielle de cartilage du larynx, par cervicotomie;1
KCFA003;Thyroïdectomie totale avec résection non interruptrice de la trachée, par cervicotomie;1
KCFA006;Thyroïdectomie totale avec résection interruptrice et anastomose de la trachée, par cervicotomie;1
KCMA001;Totalisation secondaire de thyroïdectomie, par cervicotomie;1
KDQC900;Exploration des sites parathyroïdiens cervicaux, par cervicoscopie;1
KDQA001;Exploration des sites parathyroïdiens cervicaux, par cervicotomie;1
KDQA003;Exploration des sites parathyroïdiens cervicaux et médiastinaux, par cervicothoracotomie;1
KDQC002;Exploration des sites parathyroïdiens médiastinaux, par vidéochirurgie;1
KDQA002;Exploration des sites parathyroïdiens médiastinaux, par thoracotomie;1
KDFC001;Parathyroïdectomie unique sans exploration des autres sites parathyroïdiens, par cervicoscopie;1
KDFA002;Parathyroïdectomie unique sans exploration des autres sites parathyroïdiens, par cervicotomie;1
KDFA001;Parathyroïdectomie totale avec réimplantation immédiate de parathyroïde;1
KDFA003;Exérèse de tissu parathyroïdien préalablement transplanté;1
KDEA001;Réimplantation secondaire de parathyroïde;1
KEFC002;Surrénalectomie partielle ou totale, par cœlioscopie ou par rétropéritonéoscopie;1
KEFA002;Surrénalectomie partielle ou totale, par abord direct;1
KEFC001;Surrénalectomie totale pour phéochromocytome, par cœlioscopie ou par rétropéritonéoscopie;1
KEFA001;Surrénalectomie totale pour phéochromocytome, par abord direct;1
KZFC001;Exérèse de tumeur endocrinienne intraabdominale ectopique, par cœlioscopie;1
KZFA001;Exérèse de tumeur endocrinienne intraabdominale ectopique, par laparotomie;1
LAHA001;Biopsie de la voûte du crâne [calvaria], par abord direct;1
LAHA002;Biopsie d'un os de la face, par abord direct;1
LACA012;Ostéosynthèse d'une embarrure de la voûte du crâne;1
LAFA900;Craniectomie décompressive;1
LAFA011;Exérèse de tumeur de la voûte du crâne sans cranioplastie;1
LAFA004;Exérèse de tumeur de la voûte du crâne avec cranioplastie;1
LAMA009;Cranioplastie de la voûte;1
LAPA008;Taille de volet crânien sans transposition;1
